f_data1,f_data2,f_data3,f_data4,f_data5,f_data6,f_data7,f_data8,f_data9,f_data10,f_data11,f_data12,f_data13,f_data14,f_data15,f_data16,f_data17,f_data18,f_data19,f_data20,f_data21,f_data22,f_data23,f_data24,f_data25,f_data26,f_data27,f_data28,f_data29,f_data30,f_data31,f_data32,f_data33,f_data34,f_data35,f_data36,f_data37,f_data38,f_data39,f_data40,f_data41,f_data42,f_data43,f_data44,f_data45,f_data46,f_data47,f_data48,f_data49,f_data50,f_data51,f_data52,f_data53
0.35549,3651.1,4465,9.2458,26.892,42.655,2745.4,75.254,120.38,0.32249,80.018,49.204,2671.4,22.416,51.59,3157.5,23.527,65.863,233.19,331.09,94.956,77.306,30.116,8.8076,28.273,6.873,18.925,1.6132,31.172,13.573,26.155,1.2978,18.477,2.2889,4.8969,2.2177,0.018931,0.8201,0.098638,53.02,45.268,62.668,53.744,35.098,62.802,20.13,39.07,35.758,50.213,48.02,40.771,16.616,0
0.3568,3653,4485.1,9.2353,26.812,42.2,2751.5,75.343,120.39,0.32258,79.967,50.131,2677.5,23.305,48.075,3162.5,22.243,65.787,235.01,331.25,94.947,77.329,30.116,8.8076,28.273,6.873,18.925,1.6132,31.172,13.573,26.155,1.2978,18.477,2.2889,4.8969,2.2177,0.018931,0.8201,0.098638,53.02,45.268,62.635,53.503,34.968,60.734,20.21,39.058,38.486,42.079,47.789,40.117,19.664,0
0.48547,3645,4466.7,9.4143,26.557,42.146,2758.1,75.588,120.41,0.3039,79.739,50.001,2683.4,25.603,49.459,3170.5,22.557,65.666,231.98,330.37,94.965,77.093,30.511,8.8838,28.429,6.844,18.39,1.6564,30.187,13.615,27.117,1.2157,18.268,2.2522,4.8062,2.2743,0.018931,0.8201,0.098638,53.02,45.268,63.31,53.974,47.573,60.755,20.046,36.815,38.104,45.281,47.995,41.184,18.96,0
0.48368,3656.5,4501.1,9.327,26.811,42.51,2764,75.482,120.43,0.30418,79.547,50.39,2690.7,25.464,49.369,3177.1,22.186,65.537,234.51,330.48,94.702,77.287,30.511,8.8838,28.429,6.844,18.39,1.6564,30.187,13.615,27.117,1.2157,18.268,2.2522,4.8062,2.2743,0.018931,0.8201,0.098638,53.02,45.268,63.113,53.563,47.749,60.181,20.095,36.781,39.247,45.073,47.712,40.643,19.853,0
0.4654,3702.2,4543.5,9.2228,26.862,42.057,2768.2,75.548,120.39,0.30798,79.408,48.91,2695.5,25.01,47.677,3182.9,23.352,65.465,234.58,330.34,94.952,77.313,30.292,8.7531,28.869,6.6339,18.714,1.6328,29.895,13.531,27.574,1.1482,18.81,2.2477,4.8151,2.2638,0.018931,0.8201,0.098638,53.02,45.268,62.604,54.388,45.867,61.853,20.266,37.088,34.893,41.158,47.652,40.534,17.102,0
0.4649,3644.1,4519.8,9.3717,26.781,42.368,2776.1,74.682,120.42,0.30607,79.473,50.026,2702.4,22.8,49.766,3189.8,23.281,65.391,232.46,330.38,94.676,77.207,30.292,8.7531,28.869,6.6339,18.714,1.6328,29.895,13.531,27.574,1.1482,18.81,2.2477,4.8151,2.2638,0.028543,0.8311,0.10113,53.866,44.132,63.604,54.673,45.917,60.705,20.354,37.32,38.176,45.993,47.549,41.268,17.283,0
0.5061,3750.4,4518.2,9.1891,26.743,42.537,2784.3,75.226,120.44,0.30083,79.67,50.077,2712.4,26.119,48.651,3199.3,21.59,65.348,234.99,330.15,94.579,77.566,29.634,8.5885,29.23,6.928,18.715,1.6271,29.835,13.55,27.452,1.2938,18.618,2.209,4.6742,2.2001,0.028543,0.8311,0.10113,53.866,44.132,63.751,53.935,49.689,58.917,20.569,35.338,38.326,43.412,47.167,41.514,21.26,0
0.50532,3741.4,4522.1,9.2745,26.807,42.13,2787.5,75.674,120.41,0.29644,79.427,49.333,2714.3,25.498,49.667,3201.6,22.48,65.335,231.81,330.1,94.503,76.907,29.634,8.5885,29.23,6.928,18.715,1.6271,29.835,13.55,27.452,1.2938,18.618,2.209,4.6742,2.2001,0.028543,0.8311,0.10113,53.866,44.132,63.907,53.889,49.766,59.444,20.388,35.874,36.137,45.762,47.293,41.432,19.205,0
0.59077,3651.6,4514.5,9.1515,26.977,42.561,2790.8,75.506,120.43,0.29757,79.264,50.79,2717.3,24.443,50.148,3206.8,21.328,65.263,232.94,329.8,94.549,77.043,30.044,8.5961,29.585,6.8904,18.642,1.6132,29.638,13.657,28.589,1.3138,18.684,2.2055,4.6507,2.1432,0.028543,0.8311,0.10113,53.866,44.132,62.968,53.988,58.435,61.549,20.413,35.843,40.425,46.877,47.041,41.26,21.946,0
0.59208,3671.5,4514.1,9.1231,26.853,42.382,2793,75.429,120.39,0.29936,78.924,52.203,2719.3,24.65,50.151,3208.1,22.75,65.169,231.87,329.92,94.738,76.877,30.044,8.5961,29.585,6.8904,18.642,1.6132,29.638,13.657,28.589,1.3138,18.684,2.2055,4.6507,2.1432,0.028543,0.8311,0.10113,53.866,44.132,62.624,53.992,58.306,61,20.465,35.625,44.584,46.882,46.988,40.529,18.613,0
0.57772,3689.5,4533.4,9.1583,27.076,42.507,2794.1,76.685,120.42,0.30474,78.605,49.259,2720.5,25.852,48.975,3209.6,21.9,65.019,231.41,329.98,94.759,76.407,29.861,8.4989,29.383,6.8618,18.525,1.6234,29.647,13.229,28.51,1.1288,18.839,2.1714,4.6935,2.2099,0.00983,0.84394,0.1101,53.126,43.31,62.619,53.956,56.709,58.034,20.789,37.517,35.921,44.161,47.153,40.87,20.713,0
0.57328,3649.2,4542.7,9.0827,26.654,42.06,2798.9,75.821,120.35,0.30825,78.568,48.242,2725.9,24.3,49.33,3211.7,22.364,64.896,233.72,330.49,94.76,76.413,29.861,8.4989,29.383,6.8618,18.525,1.6234,29.647,13.229,28.51,1.1288,18.839,2.1714,4.6935,2.2099,0.00983,0.84394,0.1101,53.126,43.31,63.314,53.845,57.146,61.092,20.766,37.088,32.927,44.983,46.927,40.092,19.651,0
0.61818,3659.8,4559.1,9.0302,26.68,42.58,2804.6,76.149,120.45,0.25619,78.449,48.725,2730.5,26.032,50.747,3217.2,22.75,64.813,235.17,330.53,94.76,76.438,29.678,8.7906,29.774,6.8998,18.341,1.5978,28.739,13.321,28.78,1.3156,18.819,2.1652,4.6281,2.1079,0.00983,0.84394,0.1101,53.126,43.31,63.387,53.967,60.783,58.791,20.889,31.418,34.349,48.263,46.781,41.799,18.763,0
0.61605,3658.5,4554.4,9.1844,27.041,42.394,2809.1,76.286,120.39,0.26077,78.483,49.265,2737.2,24.711,51.029,3221.2,22.295,64.742,234.63,330.68,94.776,76.556,29.678,8.7906,29.774,6.8998,18.341,1.5978,28.739,13.321,28.78,1.3156,18.819,2.1652,4.6281,2.1079,0.00983,0.84394,0.1101,53.126,43.31,63.409,54.024,60.993,60.774,21.511,30.858,35.938,48.916,46.811,40.58,19.864,0
0.66148,3674.5,4511.6,9.0678,26.66,42.142,2812.8,76.337,120.41,0.26414,78.495,48.845,2739.7,23.943,48.929,3226.1,23.225,64.722,234.2,331.07,94.653,76.767,29.482,8.6661,29.818,6.9275,18.686,1.5482,29.13,13.447,29.12,1.2493,18.368,2.1593,4.5267,2.1562,0.00983,0.84394,0.1101,53.126,43.31,62.802,55.047,64.961,57.314,21.189,32.1,34.702,44.056,46.833,41.385,17.659,0
0.66133,3643.4,4565.6,8.9367,27.033,42.479,2815.4,76.612,120.4,0.2688,78.318,49.512,2742.3,22.597,49.549,3228,23.052,64.72,234.17,330.95,94.677,76.401,29.482,8.6661,29.818,6.9275,18.686,1.5482,29.13,13.447,29.12,1.2493,18.368,2.1593,4.5267,2.1562,0.016217,0.87223,0.10144,54.24,43.581,63.337,54.4,64.976,59.541,21.335,31.531,36.664,45.491,47.151,40.471,18.13,0
0.70837,3650.8,4486.6,8.9916,26.753,42.549,2816.1,76.869,120.41,0.2793,78.06,51.807,2742.2,24.451,50.454,3229.6,22.711,64.653,237.25,330.45,94.707,76.209,29.659,8.6323,29.958,6.8113,18.621,1.6213,28.601,13.225,29.234,1.3675,18.218,2.1417,4.4261,2.0675,0.016217,0.87223,0.10144,54.24,43.581,62.937,54.542,69.404,57.959,21.301,32.967,43.418,47.586,47.009,41.024,18.996,0
0.70364,3660.6,4512.9,8.8109,27.339,42.237,2816.7,76.86,120.37,0.27359,77.84,50.638,2742.5,24.621,49.16,3230.8,22.591,64.577,239.8,330.64,94.718,76.222,29.659,8.6323,29.958,6.8113,18.621,1.6213,28.601,13.225,29.234,1.3675,18.218,2.1417,4.4261,2.0675,0.016217,0.87223,0.10144,54.24,43.581,62.768,54.227,69.869,59.762,21.503,33.662,39.979,44.591,46.918,40.404,19.326,0
0.71471,3662.2,4500.8,9.0091,26.922,42.136,2822.6,77.431,120.47,0.25288,78.028,50.061,2748.9,23.473,46.983,3233,21.295,64.491,236.01,331.61,94.647,76.548,29.369,8.4786,30.344,6.8678,18.612,1.6071,28.629,13.357,29.531,1.1104,18.197,2.1168,4.4731,2.0975,0.016217,0.87223,0.10144,54.24,43.581,63.772,54.554,70.782,58.048,21.717,29.528,38.278,39.552,47.392,42.479,22.41,0
0.71809,3698.6,4489.8,8.8691,27.075,42.283,2821.7,77.549,120.38,0.25037,77.907,51.534,2750,23.975,50.535,3232.6,22.174,64.547,236.95,331.44,94.579,76.001,29.369,8.4786,30.344,6.8678,18.612,1.6071,28.629,13.357,29.531,1.1104,18.197,2.1168,4.4731,2.0975,0.016217,0.87223,0.10144,54.24,43.581,63.146,54.685,70.45,56.691,21.941,29.835,42.615,47.772,47.442,40.507,20.39,0
0.77415,3685.9,4511.1,8.8198,27.104,42.384,2822.6,76.708,120.4,0.25951,77.754,48.263,2749.3,25.519,49.076,3232.4,22.434,64.527,239.55,331.23,94.732,75.982,29.733,8.6256,30.105,6.9331,18.273,1.5506,29.343,13.198,29.589,1.3377,18.505,2.1496,4.3305,2.0717,0.021737,0.88958,0.11629,53.621,43.578,62.909,54.48,75.927,57.569,21.881,31.478,32.988,44.396,48.11,41.282,19.82,0
0.77317,3690.4,4563.1,8.8186,26.866,42.464,2821.7,77.221,120.4,0.26227,77.645,50.705,2748.5,24.951,50.413,3231.1,23.073,64.561,242.71,331.75,94.606,76.067,29.733,8.6256,30.105,6.9331,18.273,1.5506,29.343,13.198,29.589,1.3377,18.505,2.1496,4.3305,2.0717,0.021737,0.88958,0.11629,53.621,43.578,62.831,53.857,76.024,57.297,21.84,31.141,40.176,47.49,48.295,40.044,18.339,0
0.76587,3650.2,4568.9,8.6918,27.129,41.836,2821.9,77.116,120.39,0.24152,77.681,50.129,2749.2,25.033,48.895,3230.3,22.481,64.581,243.02,331.83,94.728,75.822,29.595,8.6618,30.343,7.0755,18.646,1.5937,28.768,13.394,29.918,1.3598,18.107,2.1003,4.3801,2.0442,0.021737,0.88958,0.11629,53.621,43.578,62.932,54.674,75.2,58.416,22.353,28.611,38.479,43.977,48.733,41.565,19.795,0
0.76625,3627,4554.3,8.8012,26.822,42.483,2819.9,77.992,120.38,0.2377,77.53,50.13,2747,24.617,49.823,3229.7,22.209,64.613,244.31,331.71,94.764,75.752,29.595,8.6618,30.343,7.0755,18.646,1.5937,28.768,13.394,29.918,1.3598,18.107,2.1003,4.3801,2.0442,0.021737,0.88958,0.11629,53.621,43.578,63.332,54.849,75.163,56.074,22.191,29.077,38.481,46.125,49.08,40.31,20.493,0
0.80215,3628.9,4528.1,8.591,27.345,42.078,2819.5,77.338,120.38,0.25751,77.524,50.789,2746.5,26.469,49.832,3226.6,23.338,64.666,245.86,331.8,94.741,75.947,30.032,8.8422,30.397,6.9894,18.118,1.5482,29.378,13.308,29.793,1.1538,18.275,2.1244,4.2341,2.0344,0.021737,0.88958,0.11629,53.621,43.578,61.935,54.3,79.428,58.403,22.389,31.106,40.423,46.146,49.405,39.845,17.833,0
0.8048,3637.9,4528.5,8.5126,26.788,42.283,2818.2,77.808,120.36,0.25844,77.587,50.678,2745.4,24.413,50.233,3226.2,21.513,64.742,250.2,331.68,94.989,75.856,30.032,8.8422,30.397,6.9894,18.118,1.5482,29.378,13.308,29.793,1.1538,18.275,2.1244,4.2341,2.0344,0.036594,0.928,0.089568,54.16,43.354,61.78,54.296,79.168,58.077,22.036,30.993,40.095,47.073,50,40.81,22.204,0
0.78599,3623.5,4613.9,8.5342,26.719,42.256,2816.3,76.828,120.37,0.2484,77.527,50.787,2743.3,26.399,48.777,3223.9,23.548,64.805,248.91,331.43,94.874,75.501,29.414,8.4799,30.235,6.8711,18.981,1.561,29.05,13.181,29.852,1.2197,17.992,2.1209,4.2945,1.9607,0.036594,0.928,0.089568,54.16,43.354,62.641,54.636,77.557,56.033,21.94,29.228,40.417,43.703,50.799,39.39,17.433,0
0.78801,3626,4616,8.5709,26.793,42.413,2813.9,78.005,120.4,0.24724,77.42,50.382,2741,25.188,51.138,3221.2,23.275,64.876,252.79,331.66,94.964,75.643,29.414,8.4799,30.235,6.8711,18.981,1.561,29.05,13.181,29.852,1.2197,17.992,2.1209,4.2945,1.9607,0.036594,0.928,0.089568,54.16,43.354,62.598,54.611,77.358,53.667,22.063,29.369,39.225,49.168,51.133,40.288,18.115,0
0.87204,3675.1,4513.1,8.6463,26.677,42.117,2811.5,78.106,120.41,0.2277,77.322,48.072,2738.2,22.915,51.184,3220.5,25.369,64.941,253.94,331.55,94.91,75.413,29.616,8.644,30.023,6.9589,18.961,1.5849,29.083,13.433,29.882,1.2828,18.265,2.1164,4.3096,2.003,0.036594,0.928,0.089568,54.16,43.354,62.745,53.762,85.894,53.651,21.783,27.503,32.425,49.275,51.711,41.067,13.211,0
0.87363,3650.8,4527.1,8.4032,26.908,41.93,2810.4,77.759,120.4,0.226,77.416,49.911,2737.6,25.654,50.365,3216.4,22.965,65.024,257.02,331.83,94.815,75.598,29.616,8.644,30.023,6.9589,18.961,1.5849,29.083,13.433,29.882,1.2828,18.265,2.1164,4.3096,2.003,0.036594,0.928,0.089568,54.16,43.354,63.163,53.594,85.737,56.036,22.2,27.711,37.837,47.378,52.111,40.738,18.942,0
0.88074,3614.3,4520.4,8.5225,26.697,42.153,2806.7,77.351,120.38,0.25116,77.515,50.292,2734.4,23.22,50.253,3212.2,23.658,65.167,260.85,331.58,95.038,75.684,29.467,8.6365,29.868,6.8059,18.757,1.6147,28.779,13.558,29.707,1.3502,18.028,2.1455,4.3318,2.0163,0.025857,0.96782,0.12836,54.005,43.194,62.99,53.691,86.67,54.692,22.051,30.61,38.958,47.119,53.55,40.594,17.317,0
0.88244,3625.7,4517.3,8.3905,26.715,42.442,2802.7,77.466,120.4,0.2549,77.605,49.802,2729.4,24.288,50.505,3210.5,22.506,65.306,266.21,331.6,94.845,76.046,29.467,8.6365,29.868,6.8059,18.757,1.6147,28.779,13.558,29.707,1.3502,18.028,2.1455,4.3318,2.0163,0.025857,0.96782,0.12836,54.005,43.194,62.795,53.728,86.503,55.206,21.623,30.154,37.517,47.702,54.218,40.833,20.051,0
0.92142,3666.2,4550.9,8.3024,27.058,42.32,2798.4,78.893,120.4,0.26386,77.602,50.984,2725.4,24.459,50.574,3207.3,22.975,65.511,266.52,330.8,94.876,75.266,29.956,8.7291,29.741,7.0049,18.619,1.5826,28.55,13.472,29.915,1.2505,18.391,2.1437,4.2092,2.0033,0.025857,0.96782,0.12836,54.005,43.194,63.438,53.813,90.917,54.938,21.528,31.925,40.994,47.862,55.327,40.329,19.022,0
0.92267,3695.1,4512,8.2875,27.158,42.13,2791.8,78.115,120.39,0.26179,77.416,49.766,2718,23.443,49.096,3198.7,21.758,65.636,270.85,331.63,94.903,75.124,29.956,8.7291,29.741,7.0049,18.619,1.5826,28.55,13.472,29.915,1.2505,18.391,2.1437,4.2092,2.0033,0.025857,0.96782,0.12836,54.005,43.194,62.942,54.278,90.794,55.618,21.841,32.179,37.41,44.442,56.074,40.786,21.981,0
0.90344,3646.5,4547.2,8.337,26.694,42.322,2785.7,77.131,120.39,0.25562,77.373,50.179,2712.4,25.67,49.014,3191.7,21.978,65.74,273.15,331.03,94.98,75.163,29.901,8.9204,29.686,6.9402,18.776,1.5876,29.329,13.547,28.736,1.1022,18.641,2.1537,4.3149,2.0061,0.025857,0.96782,0.12836,54.005,43.194,62.01,54.211,88.441,57.495,21.528,30.176,38.628,44.253,57,40.059,21.51,0
0.89977,3626.3,4570.6,8.3253,26.471,41.719,2782.2,77.912,120.39,0.25756,77.472,50.661,2709.3,26.042,49.735,3186.3,21.115,65.873,282.79,331.47,95.141,75.594,29.901,8.9204,29.686,6.9402,18.776,1.5876,29.329,13.547,28.736,1.1022,18.641,2.1537,4.3149,2.0061,0.016469,1.008,0.10823,54.033,43.781,62.358,53.931,88.802,53.763,21.69,29.939,40.045,45.92,58.486,40.26,23.574,0
0.93118,3620.5,4529.5,8.2813,27.105,41.989,2777.4,77.79,120.39,0.25748,77.65,50.55,2704.7,24.871,52.193,3183.9,21.721,66.077,282.31,330.55,95.001,75.639,29.994,8.8959,29.349,6.993,19.165,1.6009,28.816,13.569,28.608,1.0635,18.745,2.1889,4.2836,2.077,0.016469,1.008,0.10823,54.033,43.781,62.94,54.051,91.386,53.084,21.607,31.496,39.719,51.609,60.174,39.311,22.159,0
0.92922,3590.4,4521.6,8.1278,27.142,41.732,2775.3,77.731,120.41,0.26331,77.943,48.925,2701.7,24.722,48.433,3181.2,22.08,66.345,287.69,330.72,95.026,75.688,29.994,8.8959,29.349,6.993,19.165,1.6009,28.816,13.569,28.608,1.0635,18.745,2.1889,4.2836,2.077,0.016469,1.008,0.10823,54.033,43.781,63.458,54.146,91.578,53.769,21.452,30.785,34.936,42.908,61.327,40.084,21.315,0
0.94547,3654.2,4469.5,8.282,26.826,41.734,2771,78.115,120.39,0.25786,78.151,49.767,2698.2,26.166,50.37,3175.9,23.202,66.645,293.57,330.46,95.092,75.777,29.811,9.0006,29.037,7.0463,19.112,1.5847,29.124,13.374,28.332,1.207,18.796,2.1558,4.339,2.0888,0.016469,1.008,0.10823,54.033,43.781,61.817,53.782,92.789,55.591,21.513,31.637,37.414,47.39,62.421,40.225,18.654,0
0.94376,3597.5,4476.3,8.1514,26.812,42.223,2767,78.112,120.41,0.25816,78.431,48.396,2694,26.09,50.276,3172.9,22.645,66.993,295.31,330.39,94.971,75.838,29.811,9.0006,29.037,7.0463,19.112,1.5847,29.124,13.374,28.332,1.207,18.796,2.1558,4.339,2.0888,0.016469,1.008,0.10823,54.033,43.781,62.793,53.7,92.957,54.208,21.478,31.601,33.38,47.173,63.872,39.973,19.957,0
0.98261,3595.5,4467,8.0446,26.876,41.982,2760.6,77.927,120.41,0.23597,78.365,50.351,2687.4,23.787,48.351,3166.4,23.026,67.328,300.76,330.33,95.197,75.355,30.113,8.8473,28.901,6.8638,18.943,1.5815,29.456,13.839,28.365,1.2579,18.765,2.2061,4.3344,2.0258,0.01843,0.99434,0.10602,52.961,43.147,62.231,53.882,96.237,55.293,21.012,28.581,39.132,42.718,66.276,40.142,19.1,0
0.97864,3629.6,4453.4,8.0995,26.79,41.705,2752.5,77.119,120.38,0.23735,78.049,51.209,2679.1,24.729,51.703,3158.8,23.042,67.526,307.75,329.87,95.219,75.355,30.113,8.8473,28.901,6.8638,18.943,1.5815,29.456,13.839,28.365,1.2579,18.765,2.2061,4.3344,2.0258,0.01843,0.99434,0.10602,52.961,43.147,61.644,54.045,96.627,54.993,21.154,28.413,41.659,50.475,67.806,38.759,19.116,0
0.97248,3640.7,4501.8,8.1165,26.785,42.019,2746,77.678,120.41,0.28766,78.168,52.389,2672.5,24.465,51.853,3153.2,22.323,67.749,313.11,329.86,95.221,75.335,29.682,8.8773,28.041,6.8498,19.43,1.6235,29.369,13.755,27.243,1.4992,18.987,2.1625,4.446,2.1003,0.01843,0.99434,0.10602,52.961,43.147,62.984,53.838,96.043,54.351,20.798,34.389,45.13,50.822,69.472,41.005,20.845,0
0.97561,3615.4,4484.5,8.2303,26.938,41.993,2738.9,77.062,120.4,0.28355,78.164,50.386,2665.4,25.202,48.704,3146.2,22.968,67.964,319.16,329.48,95.152,75.519,29.682,8.8773,28.041,6.8498,19.43,1.6235,29.369,13.755,27.243,1.4992,18.987,2.1625,4.446,2.1003,0.01843,0.99434,0.10602,52.961,43.147,63.42,54.045,95.735,53.1,20.542,34.89,39.236,43.534,71.069,39.358,19.338,0
0.9967,3659.2,4456.8,8.1637,26.517,42.177,2734,78.19,120.41,0.27503,78.383,52.203,2660.3,25.86,51.883,3141.1,22.911,68.198,322.97,328.74,95.182,75.869,29.552,8.8937,28.032,6.8774,19.808,1.63,29.574,13.893,26.785,1.4552,18.66,2.1501,4.4487,2.1113,0.01843,0.99434,0.10602,52.961,43.147,62.812,53.111,97.733,53.939,20.161,33.648,44.582,50.892,72.855,39.917,19.465,0
0.99514,3673.1,4433.4,8.2228,26.77,41.823,2730.4,76.83,120.41,0.27705,78.687,50.468,2656.6,25.283,51.357,3136.3,24.442,68.499,327.2,329.1,95.063,75.732,29.552,8.8937,28.032,6.8774,19.808,1.63,29.574,13.893,26.785,1.4552,18.66,2.1501,4.4487,2.1113,0.047479,1.0171,0.10588,54.266,43.46,62.573,53.392,97.887,53.119,20.559,33.402,39.476,49.674,74.537,39.676,15.84,0
1.0059,3633.1,4377.8,8.1085,26.745,41.881,2725.1,77.688,120.41,0.29237,78.965,48.151,2650.9,26.871,49.33,3132,22.922,68.834,332.43,328.6,95.025,75.892,29.779,8.9176,27.82,6.7907,19.64,1.6171,30.187,13.971,26.75,1.2956,19.768,2.203,4.4332,2.0934,0.047479,1.0171,0.10588,54.266,43.46,63.036,52.986,98.828,53.698,20.358,35.24,32.659,44.984,76.143,39.558,19.426,0
1.0043,3661.3,4379.2,8.009,27.044,41.953,2717.9,78.02,120.41,0.29129,79.065,49.394,2644,25.281,48.064,3125,22.016,69.157,334.19,328.31,95.105,75.761,29.779,8.9176,27.82,6.7907,19.64,1.6171,30.187,13.971,26.75,1.2956,19.768,2.203,4.4332,2.0934,0.047479,1.0171,0.10588,54.266,43.46,62.55,52.969,98.982,53.865,20.147,35.373,36.318,42.053,78.044,39.669,21.582,0
1.0092,3639.3,4452.5,8.083,27.13,41.956,2708.2,76.763,120.4,0.30065,78.872,49.817,2633.1,26.047,48.956,3117.1,23.579,69.423,340.98,327.19,95.099,75.441,30.725,9.0861,27.441,7.0377,19.452,1.6827,29.913,13.889,26.328,1.4514,19.621,2.2272,4.4744,2.1748,0.047479,1.0171,0.10588,54.266,43.46,63.735,52.346,99.342,54.194,19.616,36.462,37.562,44.117,79.49,40.157,17.917,0
